,alg_name,dataset_name,Accuracy__test_median,Accuracy__test_mean,training_time_median,training_time_mean,train_per_1000_inst_median_Accuracy,train_per_1000_inst_mean_Accuracy,Accuracy__test_mean_min,Accuracy__test_mean_max,normalized_Accuracy__test_mean,normalized_Accuracy__test_std,Accuracy_rank_mean,normalized_F1__test_mean,normalized_F1__test_std,train_per_1000_inst_median_F1,train_per_1000_inst_mean_F1,F1_rank_mean,F1__test_mean,F1__test_mean_min,F1__test_mean_max,normalized_Log Loss__test_mean,normalized_Log Loss__test_std,train_per_1000_inst_median_Log Loss,train_per_1000_inst_mean_Log Loss,Log Loss_rank_mean,Log Loss__test_mean,Log Loss__test_mean_min,Log Loss__test_mean_max,normalized_AUC__test_mean,normalized_AUC__test_std,train_per_1000_inst_median_AUC,train_per_1000_inst_mean_AUC,AUC_rank_mean,AUC__test_mean,AUC__test_mean_min,AUC__test_mean_max,alg_type
3167,TabPFN,openml__ionosphere__145984,0.9571428571428571,0.9543650793650794,0.0003714820000002,0.00040160919999974,0.0013220000000007117,0.0014304549555150857,0.8319047619047619,0.9543650793650794,1.0,0.2954670719392058,1.0,1.0,0.2954670719392058,0.0013220000000007117,0.0014304549555150857,1.0,0.9543650793650794,0.8319047619047619,0.9543650793650794,0.0,0.06598807230699882,0.001302174377224911,0.0013832901868316692,1.0,0.15288671403861626,0.15288671403861626,1.5026282357110141,0.9911781116105739,0.1456140294047707,0.0013220000000007117,0.0014304549555150857,2.0,0.9884235329887504,0.8691458903415425,0.9894851525286308,pfn
3168,TabPFN,openml__iris__59,1.0,0.9733333333333333,0.0003440515000008,0.00036912779999993003,0.00286709583334,0.0030760649999994165,0.47333333333333333,0.9866666666666667,0.9740259740259738,0.06706464668757438,2.0,0.9794676565776081,0.05301428275568983,0.00286709583334,0.0030760649999994165,3.0,0.973063973063973,0.33059061681352697,0.9865319865319865,0.004511390804169164,0.0500354409037156,0.0028383833333324995,0.002921819166668333,6.0,0.10209485032860766,0.08923300689086314,2.940203804157718,0.9722222222222241,0.09374285523757728,0.0028987083333354164,0.0031317008333323335,9.0,0.9960000000000001,0.9026666666666667,0.9986666666666666,pfn
3169,TabPFN,openml__irish__3543,1.0,0.998,0.00043912950000010004,0.00046816819999961,0.00109782375000025,0.001170420499999025,0.6639999999999999,1.0,0.9940476190476191,0.018823081310526103,9.0,0.9940476190476191,0.018823081310526103,0.00109782375000025,0.001170420499999025,9.0,0.998,0.6639999999999999,1.0,0.009302215934863547,0.01148278037133475,0.000915374999998875,0.0009359312499997499,9.0,0.00812481680143122,9.992007221626417e-16,0.8734281012526735,1.0,0.0,0.00109782375000025,0.001170420499999025,1.0,1.0,0.7287480132588828,1.0,pfn
3170,TabPFN,openml__jasmine__168911,0.5008361204013378,0.5123779488675899,0.010843749999999298,0.010590930000000349,0.004543803093453315,0.004436528368257737,0.5123779488675899,0.816006374716617,0.0,0.097907955180712,25.0,0.0,0.097907955180712,0.004543803093453315,0.004436528368257737,25.0,0.5123779488675899,0.5123779488675899,0.816006374716617,0.7413641860220008,0.3910649629046389,0.004543803093453315,0.004436528368257737,24.0,1.0355380376780825,0.40778083965585543,1.254540380861421,0.0,0.4246942614129844,0.004543803093453315,0.004436528368257737,25.0,0.7040191582961729,0.7040191582961729,0.870169226611414,pfn
3171,TabPFN,openml__jm1__3904,0.702342188597202,0.7011468292551181,0.0011680499999968,0.00116404000000004,0.0001341352051644249,0.00013367426981046428,0.7011468292551181,0.8173626303138335,0.0,0.09686640033384437,24.0,0.0,0.09686640033384437,0.0001341352051644249,0.00013367426981046428,24.0,0.7011468292551181,0.7011468292551181,0.8173626303138335,0.1619402208716989,0.009513266797655923,0.0001341352051644249,0.00013367426981046428,23.0,0.5935429034682836,0.42621349808494247,1.4594923492723322,0.9407437625009919,0.057111727220226095,0.0001341352051644249,0.00013367426981046428,5.0,0.7338965411435832,0.47732051379209056,0.7500579345211725,pfn
3172,TabPFN,openml__jungle_chess_2pcs_raw_endgame_complete__167119,0.801294319084964,0.7991254412377871,0.00132634999999935,0.0013456599999976,3.699205131778971e-05,3.7530417716601504e-05,0.7683796904994572,0.9509584968852074,0.1683971505070015,0.03116208510405413,15.0,0.2779903669844154,0.029278022108149653,3.699205131778971e-05,3.7530417716601504e-05,14.0,0.8102421822387822,0.7560851581497026,0.950901347921184,0.47324225924160823,0.01762267153041645,3.699205131778971e-05,3.7530417716601504e-05,13.0,0.4684440978617651,0.09823614602716316,0.880516140269175,0.5066695766081658,0.028136244398602534,3.699205131778971e-05,3.7530417716601504e-05,13.0,0.9465966491384247,0.8958090371158004,0.9960471693569651,pfn
3173,TabPFN,openml__kc1__3917,0.8649289099526066,0.862013089596028,0.0003642500000005,0.00035272000000002,0.0002159158269119739,0.00020905923678984882,0.8444707740916272,0.862013089596028,1.0,0.6226510213997668,1.0,1.0,0.6226510213997668,0.0002159158269119739,0.00020905923678984882,1.0,0.862013089596028,0.8444707740916272,0.862013089596028,0.0,0.17574607726211752,0.0002159158269119739,0.00020905923678984882,1.0,0.34015007461152913,0.34015007461152913,0.48149116321458035,1.0,0.11630093577070123,0.0002159158269119739,0.00020905923678984882,1.0,0.8278350481146916,0.5647454553063115,0.8278350481146916,pfn
3174,TabPFN,openml__kc2__3913,0.8365384615384615,0.8351959361393323,0.00036314700000160004,0.00040745090000018,0.000869818376881279,0.000976201120366561,0.7931059506531205,0.8505442670537011,0.7327858496525557,0.9075267518973014,7.0,0.7327858496525586,0.907526751897305,0.000869818376881279,0.000976201120366561,7.0,0.8351959361393323,0.7931059506531205,0.8505442670537009,0.01914123633221828,0.2156905901569923,0.0007413643248098956,0.0008723366257428825,4.0,0.3806869270356148,0.3701719477838113,0.9195084205854572,0.9985535752442213,0.47266822638043154,0.0008625641802347561,0.0009355863865078585,2.0,0.8464586632879316,0.6540238623165452,0.8467374089325309,pfn
3175,TabPFN,openml__kr-vs-kp__3,0.9921777037617554,0.9921796630094043,0.0030341499999976497,0.0031296300000000403,0.0011866214466006784,0.0012240595192171554,0.9389851097178683,0.9953066222570532,0.944480197589271,0.0704576986809509,14.0,0.944480197589271,0.0704576986809509,0.0011866214466006784,0.0012240595192171554,14.0,0.9921796630094043,0.9389851097178683,0.9953066222570532,0.05740428355425383,0.04653709105648416,0.0011866214466006784,0.0012240595192171554,8.0,0.02865466234187311,0.0152558200937141,0.24866770886845196,0.9783020781635214,0.057193982039250815,0.0011866214466006784,0.0012240595192171554,8.0,0.9995489422636815,0.9859448850691569,0.9998506688737485,pfn
3176,TabPFN,openml__labor__4,1.0,0.9666666666666666,0.00039720899999989997,0.00042186359999987,0.008710857210392081,0.0092597299249636,0.5933333333333334,0.9666666666666666,1.0,0.18823081310526074,1.0,1.0,0.18823081310526074,0.008710857210392081,0.0092597299249636,1.0,0.9666666666666666,0.5933333333333334,0.9666666666666666,0.002014420535693634,0.009472016181745632,0.007173333333335555,0.008163254018908056,5.0,0.1314199949530603,0.10742327440331093,12.019891462922097,0.9687500000000001,0.09882117688026185,0.008710857210392081,0.0094110788138576,5.0,0.9875,0.6,1.0,pfn
3177,TabPFN,openml__libras__360948,0.0833333333333333,0.07222222222222217,0.0012889500000001,0.0012860199999996402,0.004475520833333681,0.004465347222220972,0.07222222222222217,0.4666666666666667,0.0,0.03636604080945934,23.0,0.0,0.008373573218243585,0.004475520833333681,0.004465347222220972,23.0,0.01006522717049029,0.01006522717049029,0.44370364947242724,0.5607473915290069,0.11140121949676511,0.004475520833333681,0.004465347222220972,19.0,2.8979896715856635,1.577324157469492,3.932512133493906,0.0,0.29456757228588004,0.004475520833333681,0.004465347222220972,23.0,0.5306176239435169,0.5306176239435169,0.828017723293021,pfn
3178,TabPFN,openml__lung-cancer__146024,0.6666666666666666,0.625,0.00039539650000005,0.00043543779999992004,0.015318576923075,0.017089420974355528,0.36666666666666664,0.625,1.0,1.1505878795178868,1.0,1.0,0.9369443355689371,0.015318576923075,0.017089420974355528,1.0,0.575,0.23666666666666664,0.575,6.5965872802039684e-09,0.016276457472679348,0.014823173076925,0.016150271435899543,2.0,0.8650084699285102,0.8650083211674204,23.4162281354383,0.9318181818181818,0.642824346533225,0.015318576923075,0.017089420974355528,2.0,0.8333333333333334,0.4916666666666667,0.8583333333333334,pfn
